Annotation Cluster 1	Enrichment Score: 3.986348659005052
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0030198~extracellular matrix organization	17	18.085106382978726	1.7522328666563087E-12	1293, 1281, 4313, 8516, 4312, 284217, 4318, 4316, 2335, 11117, 29113, 5054, 8076, 7045, 2191, 2201, 2200	77	334	16650	11.005910257407264	4.042475354459896E-9	4.042475354459896E-9	3.062927689256867E-9
GOTERM_BP_FAT	GO:0043062~extracellular structure organization	17	18.085106382978726	1.833776046923117E-12	1293, 1281, 4313, 8516, 4312, 284217, 4318, 4316, 2335, 11117, 29113, 5054, 8076, 7045, 2191, 2201, 2200	77	335	16650	10.973056793952315	4.230473638067167E-9	2.1152367635224323E-9	3.2053693033162745E-9
GOTERM_BP_FAT	GO:0032963~collagen metabolic process	10	10.638297872340425	1.6949176605780463E-9	1293, 1281, 4313, 4312, 5653, 4318, 8710, 4316, 2191, 5159	77	110	16650	19.657615112160567	3.910167378662344E-6	1.303390825047046E-6	2.9626871400623145E-6
GOTERM_BP_FAT	GO:0044259~multicellular organismal macromolecule metabolic process	10	10.638297872340425	2.5206269618152614E-9	1293, 1281, 4313, 4312, 5653, 4318, 8710, 4316, 2191, 5159	77	115	16650	18.80293619424054	5.815069425874064E-6	1.4537705266270962E-6	4.406012843460871E-6
GOTERM_BP_FAT	GO:0044236~multicellular organism metabolic process	10	10.638297872340425	9.135922860028709E-9	1293, 1281, 4313, 4312, 5653, 4318, 8710, 4316, 2191, 5159	77	133	16650	16.258177912313247	2.1076352133442278E-5	4.215305964172522E-6	1.5969436406582105E-5
GOTERM_BP_FAT	GO:0022617~extracellular matrix disassembly	8	8.51063829787234	1.4709926706457695E-7	4313, 4312, 4318, 4316, 2335, 2191, 2201, 2200	77	88	16650	19.657615112160567	3.393004587357584E-4	3.770573736083804E-5	2.571267013973255E-4
GOTERM_BP_FAT	GO:0030574~collagen catabolic process	7	7.446808510638298	4.936605750691019E-7	1293, 1281, 4313, 4312, 5653, 4318, 4316	77	65	16650	23.286713286713287	0.0011382269555613167	9.490176552839902E-5	8.629067656973355E-4
GOTERM_BP_FAT	GO:0044243~multicellular organism catabolic process	7	7.446808510638298	9.105033022461147E-7	1293, 1281, 4313, 4312, 5653, 4318, 4316	77	72	16650	21.022727272727273	0.0020983275008071844	1.5002675017872225E-4	0.0015915323213988586
GOTERM_MF_FAT	GO:0004175~endopeptidase activity	13	13.829787234042554	2.688040216955601E-6	4313, 4312, 4318, 4316, 64129, 284366, 43847, 8728, 7345, 5653, 2152, 2191, 4311	73	495	15478	5.568396291683962	8.544327021801079E-4	4.2730764700260604E-4	0.0036238763910123595
GOTERM_MF_FAT	GO:0004222~metalloendopeptidase activity	7	7.446808510638298	1.3988286746869175E-5	8728, 4313, 4312, 4318, 4316, 2191, 4311	73	113	15478	13.134440538247059	0.004438427237018483	0.0011114584464243515	0.018856952731682863
GOTERM_MF_FAT	GO:0070011~peptidase activity, acting on L-amino acid peptides	14	14.893617021276595	2.0079558150293882E-5	4313, 4312, 4318, 4316, 64129, 284366, 290, 43847, 8728, 7345, 5653, 2152, 2191, 4311	73	708	15478	4.1926321492144565	0.006365020487921869	0.0012762576095866063	0.027067280826620355
GOTERM_MF_FAT	GO:0004252~serine-type endopeptidase activity	9	9.574468085106384	2.3423248179303337E-5	43847, 4313, 4312, 5653, 4318, 4316, 284366, 2152, 2191	73	255	15478	7.483319903303787	0.0074210074903582335	0.00124067641675496	0.03157392219892419
GOTERM_MF_FAT	GO:0008237~metallopeptidase activity	8	8.51063829787234	2.824489379894548E-5	8728, 4313, 4312, 4318, 4316, 290, 2191, 4311	73	190	15478	8.927469358327324	0.008941785388759116	0.0012823204202795369	0.03807222800618071
GOTERM_MF_FAT	GO:0008233~peptidase activity	14	14.893617021276595	2.8888903186924646E-5	4313, 4312, 4318, 4316, 64129, 284366, 290, 43847, 8728, 7345, 5653, 2152, 2191, 4311	73	733	15478	4.049636509746024	0.009144734156810275	0.0011476913869498118	0.038940153093069974
GOTERM_MF_FAT	GO:0008236~serine-type peptidase activity	9	9.574468085106384	4.79393248106818E-5	43847, 4313, 4312, 5653, 4318, 4316, 284366, 2152, 2191	73	282	15478	6.766831827455553	0.015129452900982443	0.0016924629123802326	0.06461106256449023
GOTERM_BP_FAT	GO:0006508~proteolysis	21	22.340425531914892	5.071490152635656E-5	1293, 4313, 4312, 8710, 4318, 4316, 64129, 2335, 284366, 290, 5054, 43847, 8728, 7980, 7345, 5653, 147372, 2152, 2191, 4311, 5266	77	1693	16650	2.6821672125865863	0.11041680370840279	0.003767152369444693	0.08861174850697262
GOTERM_MF_FAT	GO:0017171~serine hydrolase activity	9	9.574468085106384	5.1654846182600576E-5	43847, 4313, 4312, 5653, 4318, 4316, 284366, 2152, 2191	73	285	15478	6.695602018745493	0.01629248340620315	0.001641318096590183	0.06961710721925529
GOTERM_BP_FAT	GO:0044706~multi-multicellular organism process	7	7.446808510638298	4.454581856135132E-4	43847, 4313, 4318, 4316, 5673, 1543, 8614	77	215	16650	7.040169133192389	0.6422428929115511	0.017566312291084185	0.7758018026936542
